"Nobel";"Country";"Year";"UniversityScore";"Popularity";"Productivity"
"no";"united states";1879;93.15;23.092901554164;0
"no";"switzerland";1941;0;4.15744570314854;33.5115864527629
"no";"united states";1916;0;0;31.9073083778966
"no";"united states";1943;100;28.4073692294758;97.3262032085562
"no";"united states";1955;31.6;8.31489140629709;51.8716577540107
"no";"united states";1940;50.4;6.58939553827474;67.379679144385
"no";"united states";1859;0;14.3823991182398;3.20855614973262
"yes";"italy";1843;0;58.5319171037507;16.8173598553345
"no";"united states";1946;79.4;32.6171989013934;55.0802139037433
"no";"united states";1946;13.3;18.5566665481487;46.9750889679715
"no";"sweden";1866;27.4;0;23.1729055258467
"no";"russia";1928;33;8.31489140629709;2.13903743315508
"no";"united states";1946;90.35;12.4723371094456;5.70409982174688
"no";"pakistan";1959;0;38.6131599244374;9.09090909090909
"no";"united states";1941;0;19.3065799622187;14.9732620320856
"no";"united states";1948;0;6.58939553827474;8.9126559714795
"yes";"austria-hungary";1902;93.4;0;19.0730837789661
"no";"england";1900;54.9;0;5.52584670231729
"yes";"united kingdom";1941;0;25.2405043748638;71.24773960217
"no";"sweden";1954;27.4;12.9628613946042;82.7402135231317
"no";"united states";1883;0;0;0
"yes";"germany";1927;0;34.4075465448103;57.50452079566
"no";"united states";1884;49.8;6.58939553827474;3.20855614973262
"no";"united states";1884;50.4;22.125627090555;49.7326203208556
"no";"united states";1946;79.4;32.669129323616;50.8021390374332
"no";"thailand";1950;0;25.5672397374349;3.74331550802139
"no";"united states";1942;56.9;0;22.6381461675579
"no";"poland";1871;0;13.8107356842579;40.2852049910873
"no";"italy";1860;0;12.4723371094456;7.66488413547237
"no";"united kingdom";1935;54.9;18.260821196196;0.385026737967914
"no";"portugal";1978;100;61.6411003128059;0.238434163701068
"no";"germany";1943;79.4;4.15744570314854;25.3119429590018
"no";"united states";1931;80.7;0;0.35650623885918
"no";"new zealand";1880;0;43.848141053821;0.515151515151515
"yes";"prussia";1868;0;33.882131143732;27.2727272727273
"no";"uruguay";1953;65.55;0;58.1105169340463
"yes";"the netherlands";1933;0;42.0847333974996;59.8553345388788
"yes";"new zealand";1871;0;52.2693338949383;66.4884135472371
"no";"united states";1940;40.7;0;26.5597147950089
"no";"brazil";1926;0;9.65328998110935;38.3244206773619
"no";"france";1916;0;10.7468412414233;12.6559714795009
"no";"poland";1941;0;23.699268612243;48.3065953654189
"no";"united kingdom";1920;0;15.8288713610698;11.2299465240642
"no";"ukraine";1923;0;0;8.19964349376114
"no";"australia";1962;93.4;23.2876353555343;80.4270462633452
"no";"united kingdom";1948;96.6;0;1.06951871657754
"no";"united states";1951;0;0;73.0837789661319
"yes";"japan";1925;0;52.5714906091376;20.9764918625678
"no";"united kingdom";1953;0;47.9289220067443;18.5383244206774
"no";"egypt";1959;22.1;19.7681866148242;52.7629233511586
"no";"austria";1942;9.4;12.4723371094456;44.0285204991087
"no";"south korea";1955;89.6;6.58939553827474;49.9108734402852
"no";"united states";1912;80.7;8.31489140629709;24.0641711229947
"yes";"usa";1950;0;0;11.9349005424955
"no";"united kingdom";1904;96.6;20.9717946565146;26.7379679144385
"no";"slovenia";1930;0;6.58939553827474;4.99108734402852
"no";"united states";1920;50.4;8.31489140629709;38.3244206773619
"yes";"usa";1936;80.7;0;0.723327305605787
"no";"united states";1913;93.4;36.3979694274184;0.447415329768271
"no";"united states";1881;49.8;4.15744570314854;0.89126559714795
"no";"germany";1860;0;17.6605279880525;41.3547237076649
"no";"united states";1934;100;17.3480785752195;54.4483985765125
"no";"germany";1854;19.3;16.2426855193841;17.6470588235294
"no";"japan";1948;21.8;0;59.5365418894831
"no";"netherlands";1926;9.4;6.58939553827474;0.25668449197861
"no";"united states";1928;0;0;1.7825311942959
"no";"united states";1907;16.3;8.31489140629709;0.17825311942959
"no";"india";1983;0;0;3.5650623885918
"no";"russia";1930;33;4.15744570314854;0.71301247771836
"no";"united states";1966;0;8.31489140629709;43.6720142602496
"no";"germany";1938;26.25;6.58939553827474;43.6720142602496
"yes";"usa";1902;0;40.2928974497964;23.7076648841355
"no";"china";1918;24.9;0;6.06060606060606
"no";"ukraine";1911;0;0;4.09982174688057
"no";"united states";1924;100;0;7.1301247771836
"no";"united states";1953;0;0;0.17825311942959
"no";"india";1879;0;0;1.60427807486631
"no";"united states";1935;20;0;20.4991087344029
"no";"germany";1911;0;6.58939553827474;66.6666666666667
"no";"united states";1898;58.15;9.65328998110935;41.5329768270945
"no";"united kingdom";1972;75.75;20.7872285157427;47.0588235294118
"yes";"usa";1957;34.5;0;3.5650623885918
"no";"united states";1963;77.45;72.4192541550112;75.4010695187166
"no";"united kingdom";1935;96.6;55.1881117465958;0.547237076648841
"no";"india";1959;100;34.3296416058336;41.7112299465241
"no";"argentina";1932;86.3;0;28.1639928698752
"no";"united states";1948;87.05;8.31489140629709;93.7611408199644
"no";"united states";1950;80.7;21.3021641728778;72.5978647686833
"no";"united kingdom";1924;66.4;22.6972905245369;16.9340463458111
"yes";"usa";1941;0;0;62.9233511586453
"no";"united states";1888;79.4;13.8107356842579;37.6114081996435
"no";"georgia";1911;0;0;0.35650623885918
"no";"india";1952;20;28.0272829555312;29.5900178253119
"no";"russia";1868;28.8;15.3843772059459;3.5650623885918
"no";"canada";1963;0;0;0.17825311942959
"no";"united states";1927;86.3;45.9846000703879;48.576512455516
"no";"canada";1919;17.2;0;0
"no";"united states";1917;0;8.31489140629709;61.6755793226381
"no";"lithuania";1932;13.3;37.8355095371029;34.4028520499109
"yes";"usa";1925;0;29.7667763241857;0.449197860962567
"no";"united states";1929;0;0;40.4634581105169
"no";"china";1897;49.8;0;2.85204991087344
"no";"switzerland";1875;16.3;58.3392581587058;0.351158645276292
"no";"united states";1894;65.9;18.8064632171355;62.7450980392157
"yes";"usa";1916;31.6;56.7326332695241;0.253164556962025
"no";"united states";1970;13.3;27.3766240540175;9.62566844919786
"yes";"italy";1931;0;23.3428513158426;26.3814616755793
"no";"united states";1903;93.4;29.596610973762;1.60427807486631
"no";"united states";1943;0;35.0838189272664;25.1336898395722
"yes";"russian empire";1853;13.3;28.0272829555312;93.7611408199644
"no";"lithuania";1939;0;21.4936824828466;0.17825311942959
"no";"romania";1863;0;22.125627090555;19.4295900178253
"no";"united states";1960;82.95;50.916393093042;22.2816399286988
"no";"hertfordshire";1914;0;9.65328998110935;41.8894830659537
"no";"united states";1915;0;9.65328998110935;2.67379679144385
"no";"austria";1923;0;0;24.777183600713
"no";"england";1889;96.6;0;6.06060606060606
"no";"united states";1927;79.4;0;34.5811051693405
"no";"austria";1898;13.3;30.2112704793097;34.7593582887701
"yes";"usa";1874;0;0;20.855614973262
"no";"united kingdom";1910;0;4.15744570314854;5.70409982174688
"no";"india";1940;0;25.8154652138353;0.17825311942959
"no";"united kingdom";1903;96.6;24.2499235263273;31.0160427807487
"no";"united states";1911;66.7;10.7468412414233;2.13903743315508
"yes";"usa";1930;13.3;0;0.361663652802893
"no";"united states";1941;100;34.961586213542;80.2139037433155
"no";"united kingdom";1959;32.6;9.65328998110935;5.88235294117647
"no";"united states";1958;55.1;28.814164163702;96.6131907308378
"no";"turkey";1952;0;15.3843772059459;19.9643493761141
"no";"iran";1935;0;44.3993586515493;0.89126559714795
"no";"united states";1931;0;0;0.17825311942959
"no";"spain";1942;0;48.314242399838;0.470588235294118
"no";"united states";1918;80.7;0;83.7789661319073
"no";"united states";1932;33.55;33.0449051939984;32.0855614973262
"no";"united states";1932;86.4;0;0
"no";"united states";1970;58.55;35.9960441259178;1.83600713012478
"no";"united states";1925;10.9;0;0.35650623885918
"no";"taiwan";1949;0;6.58939553827474;22.4598930481283
"no";"belgium";1905;66.7;14.3823991182398;4.45632798573975
"no";"united states";1930;74.9;40.5484690657505;39.9286987522282
"no";"united states";1926;100;45.4807065988058;0.237076648841355
"no";"united states";1946;93.2333333333333;0;20.6773618538324
"no";"japan";1878;14.1;25.3958587554102;24.0641711229947
"no";"canada";1956;18;4.15744570314854;28.698752228164
"no";"japan";1890;14.1;19.5418229090944;0.452762923351159
"no";"bulgaria";1904;0;0;0.17825311942959
"yes";"usa";1908;0;0;3.07414104882459
"yes";"usa";1947;93.4;22.8320810576588;9.09090909090909
"no";"east sussex";1941;95;0;2.49554367201426
"no";"england";1927;36.2;6.58939553827474;2.67379679144385
"no";"india";1945;0;30.97800562014;0.253119429590018
"no";"egypt";1950;34.3;21.8179736912011;36.541889483066
"no";"argentina";1941;93.4;0;26.3814616755793
"no";"netherlands";1960;9.4;0;50.9803921568627
"no";"united states";1920;80.7;0;29.4117647058824
"no";"united states";1910;64.25;45.5716319322547;1.07130124777184
"yes";"usa";1911;66.7;23.699268612243;0.53475935828877
"no";"latvia";1928;66.7;16.2426855193841;41.5329768270945
"no";"russia";1946;33;22.5594010885826;25.1336898395722
"no";"indonesia";1922;0;0;2.49554367201426
"no";"united states";1925;0;35.9213491842486;0.53475935828877
"no";"united states";1908;24.9;6.58939553827474;21.9251336898396
"no";"poland";1907;0;0;0
"no";"united states";1933;100;24.5575769256812;0.206773618538324
"no";"united kingdom";1963;0;4.15744570314854;29.7682709447415
"no";"lancashire";1943;54.9;14.9042869445718;12.8342245989305
"no";"germany";1942;57.25;25.2194364397845;14.0819964349376
"no";"united states";1959;50.1;6.58939553827474;11.9429590017825
"no";"italy";1951;96.6;5.01471932029489;29.5373665480427
"no";"france";1890;18.8;0;2.31729055258467
"yes";"united kingdom";1897;0;18.8064632171355;2.31729055258467
"no";"france";1952;54.3;24.6567184605535;85.3832442067736
"no";"switzerland";1926;24;19.5418229090944;78.25311942959
"no";"united states";1939;42.1;0;1.42602495543672
"no";"germany";1949;53;0;69.7508896797153
"no";"united states";1862;100;13.8107356842579;4.81283422459893
"yes";"germany";1937;0;42.354354287226;0.316455696202532
"no";"russia";1966;0;6.58939553827474;32.9768270944742
"yes";"usa";1921;0;0;66.003616636528
"no";"austria";1897;0;0;0
"no";"romania";1924;0;18.260821196196;26.2032085561497
"no";"latvia";1936;0;8.31489140629709;13.7254901960784
"no";"united kingdom";1962;0;31.7789170716643;70.0534759358289
"no";"poland";1898;0;29.0076624376193;31.0160427807487
"no";"united states";1911;86.3;40.3290514248372;0.955436720142603
"no";"united kingdom";1920;0;0;3.03030303030303
"no";"india";1895;100;35.9363627748129;3.03030303030303
"no";"norway";1943;0;26.6466948072449;5.88235294117647
"no";"canada";1969;18;0;1.42602495543672
"no";"scotland";1961;0;28.1383588391612;10.3386809269162
"no";"india";1949;51.3;33.882131143732;63.6363636363636
"yes";"usa";1931;86.3;0;0.35650623885918
"no";"united states";1950;0;18.5398448213884;0.17825311942959
"yes";"usa";1951;100;60.118337187171;86.9801084990958
"no";"united states";1959;89.7;38.7083671027903;32.9768270944742
"no";"india";1950;0;0;88.7700534759358
"no";"russia";1963;33;16.2426855193841;21.3903743315508
"no";"united states";1959;89.6;0;0.235294117647059
"no";"united kingdom";1920;24.9;4.15744570314854;6.41711229946524
"yes";"usa";1947;0;0;75.0452079566004
"no";"united states";1931;100;19.9863170642184;98.0392156862745
"no";"united states";1942;0;12.4723371094456;73.6185383244207
"yes";"luxembourg";1845;0;46.4326093056205;10.8499095840868
"no";"canada";1937;0;21.4936824828466;92.3351158645276
"no";"indonesia";1899;9.4;0;57.5757575757576
"no";"united states";1924;0;19.3065799622187;24.0641711229947
"no";"united states";1903;65.9;0;34.2245989304813
"no";"united states";1916;80.7;15.3843772059459;19.7860962566845
"no";"united kingdom";1955;96.6;0;2.13903743315508
"no";"united states";1920;16.3;0;0.17825311942959
"no";"bulgaria";1935;0;13.1787910765495;4.09982174688057
"no";"united states";1891;65.9;4.15744570314854;5.16934046345811
"no";"canada";1918;0;16.9934048261356;30.4812834224599
"no";"japan";1906;14.1;0;14.795008912656
"no";"united states";1963;0;18.8064632171355;4.63458110516934
"no";"united kingdom";1918;96.6;32.5910641049294;27.6292335115865
"no";"germany";1928;50.3;0;81.8181818181818
"no";"ukraine";1913;0;10.7468412414233;66.3101604278075
"no";"india";1964;0;29.9322468541174;16.0427807486631
"no";"united states";1953;50.4;18.8064632171355;34.5811051693405
"no";"united states";1883;0;0;0.17825311942959
"no";"united states";1945;50.4;0;76.2923351158645
"no";"united kingdom";1946;96.6;16.9934048261356;27.9857397504456
"no";"ukraine";1958;0;0;3.73665480427046
"no";"united kingdom";1907;54.9;15.3843772059459;11.9429590017825
"no";"ukraine";1924;33;0;0.17825311942959
"no";"switzerland";1906;24;61.3839365058214;67.0231729055259
"no";"united states";1923;0;0;0.35650623885918
"no";"moldova";1900;30.6;0;3.20855614973262
"no";"australia";1947;50.4;13.8107356842579;3.38680926916221
"no";"netherlands";1960;20;6.58939553827474;8.9126559714795
"no";"united kingdom";1911;13.3;0;0.35650623885918
"no";"austria";1884;0;44.475673799397;72.5490196078431
"no";"iran";1962;0;9.65328998110935;0
"no";"united states";1941;100;62.9635910531337;64.7058823529412
"no";"united states";1916;31.9;4.15744570314854;3.20855614973262
"no";"germany";1930;0;0;66.4884135472371
"no";"leicestershire";1945;0;0;47.6868327402135
"no";"italy";1972;0;4.15744570314854;25.4901960784314
"no";"united states";1960;93.4;19.0928162868621;66.0142348754448
"no";"scotland";1946;24.9;15.3843772059459;44.0285204991087
"no";"denmark";1958;0;0;0
"no";"georgia";1927;0;8.31489140629709;0
"no";"united states";1915;0;9.65328998110935;16.7557932263815
"no";"united states";1927;79.4;0;0
"no";"united states";1925;89.6;8.31489140629709;23.8859180035651
"no";"austria";1920;0;83.6844344678126;61.6755793226381
"no";"united states";1947;70;0;0.35650623885918
"yes";"prussia";1922;0;0;4.70162748643761
"no";"united states";1925;100;0;0.35650623885918
"no";"united kingdom";1940;54.9;6.58939553827474;99.4652406417112
"no";"staffordshire";1927;37.45;0;4.63458110516934
"yes";"usa";1905;66.7;28.4597531982448;0.89126559714795
"no";"ukraine";1911;0;4.15744570314854;1.7825311942959
"no";"england";1968;0;37.6015774691088;0.35650623885918
"no";"united states";1926;74.9;0;0.17825311942959
"yes";"united kingdom";1897;0;23.5966008246774;0.180831826401447
"no";"iran";1954;0;22.4182668993446;37.4331550802139
"no";"united states";1913;47.1;8.31489140629709;13.7254901960784
"no";"netherlands";1952;20;23.4640256653672;41.3547237076649
"no";"united states";1959;96.7;39.4535276266613;40.8199643493761
"no";"ukraine";1890;0;0;0
"no";"australia";1933;13.3;0;0.53475935828877
"no";"japan";1911;0;17.6605279880525;22.6381461675579
"yes";"usa";1892;86.3;8.31489140629709;8.19964349376114
"no";"united states";1952;71.9;6.58939553827474;51.6934046345811
"no";"united states";1903;24.9;9.65328998110935;30.1247771836007
"yes";"switzerland";1929;0;42.2204672304551;45.5696202531646
"no";"united states";1943;100;10.7468412414233;41.3547237076649
"no";"united states";1950;13.3;0;37.2549019607843
"no";"india";1973;0;20.7872285157427;1.60427807486631
"no";"united states";1949;0;0;47.7718360071301
"no";"united states";1917;20;0;0.89126559714795
"no";"united states";1942;65.55;60.1872218098523;62.2775800711744
"yes";"romania";1962;0;29.4796438520694;76.3110307414105
"no";"united states";1938;93.4;24.354237917319;32.7985739750446
"yes";"china";1935;0;51.3178197540835;67.0886075949367
"no";"united states";1955;100;10.7468412414233;88.5918003565062
"no";"england";1945;54.9;9.65328998110935;25.4901960784314
"no";"austria";1866;0;26.1312184473692;53.8324420677362
"no";"france";1956;0;17.6605279880525;32.4420677361854
"no";"west midlands";1874;11.35;0;8.02139037433155
"no";"united states";1938;22.1;37.7252504340825;0.35650623885918
"no";"united states";1953;49.8;13.8107356842579;28.1639928698752
"no";"united states";1923;0;12.4723371094456;4.45632798573975
"no";"belarus";1914;0;0;0.53475935828877
"no";"germany";1891;16.55;41.4790654531369;48.0427046263345
"no";"united states";1914;0;20.4001312225326;4.09982174688057
"no";"australia";1974;80.7;35.9062979183861;14.6167557932264
"yes";"argentina";1927;0;0;11.3924050632911
"no";"united kingdom";1962;0;19.0617326477204;60.9625668449198
"no";"united states";1956;66.7;6.58939553827474;0.349376114081996
"yes";"japan";1944;0;47.8232117513251;0.258589511754069
"no";"united states";1952;0;0;4.09982174688057
"yes";"usa";1887;49.8;0;1.26582278481013
"no";"united states";1904;33.6;0;7.1301247771836
"no";"england";1952;58.8;0;0.17825311942959
"no";"united states";1902;41.1;9.65328998110935;7.30837789661319
"no";"united states";1961;57.45;19.3065799622187;20.4991087344029
"no";"staffordshire";1858;13.3;0;19.7860962566845
"no";"united states";1942;0;36.2147047787421;24.9554367201426
"no";"india";1944;88.65;48.7485839161129;95.1957295373665
"no";"austria";1867;0;6.58939553827474;0.53475935828877
"yes";"united kingdom";1939;22.4;17.6318930392109;0
"no";"united states";1898;0;0;0.71301247771836
"no";"india";1967;93.4;31.9852542936849;13.3689839572193
"no";"canada";1924;0;0;4.27807486631016
"no";"united states";1906;100;8.31489140629709;0.493761140819964
"no";"united states";1890;65.9;16.2426855193841;10.6951871657754
"no";"austria";1906;9.4;0;6.95187165775401
"no";"united states";1928;55.45;20.1967922141704;50.0891265597148
"no";"iraq";1962;0;53.4434173245254;12.1212121212121
"no";"united kingdom";1958;54.9;17.9775807148991;37.3665480427046
"no";"united states";1861;89.6;4.15744570314854;3.38680926916221
"no";"united states";1860;63.6;4.15744570314854;5.88235294117647
"no";"united states";1902;33.8;10.7468412414233;0.53475935828877
"no";"united states";1853;13.3;0;11.4081996434938
"no";"united kingdom";1948;0;29.8913052187076;64.1711229946524
"no";"canada";1921;17.2;0;2.13903743315508
"no";"united states";1926;0;0;3.74331550802139
"no";"united states";1851;65.9;19.3065799622187;16.3992869875223
"no";"russia";1949;33;0;0
"no";"united states";1937;0;0;0
"no";"united states";1921;65.9;19.0617326477204;11.9429590017825
"yes";"british mandate of palestine";1941;37.6;63.0472028023403;8.49909584086799
"no";"united states";1957;50.35;0;0.17825311942959
"no";"belarus";1911;0;0;0.17825311942959
"no";"united states";1948;80.7;30.053421203642;1.24777183600713
"yes";"usa";1910;89.6;0;45.2079566003617
"no";"united states";1870;0;6.58939553827474;2.13903743315508
"no";"united states";1968;35.5;37.3657323221015;16.3701067615658
"yes";"austria-hungary";1885;27.4;49.307391467038;2.53164556962025
"no";"germany";1857;25.3;0;8.02139037433155
"no";"australia";1947;54.9;0;2.13903743315508
"no";"sweden";1867;86.3;9.65328998110935;31.9073083778966
"no";"australia";1980;89.7;6.58939553827474;8.55614973262032
"no";"united states";1909;0;8.31489140629709;51.3368983957219
"no";"taiwan";1959;80.7;15.3843772059459;40.6417112299465
"no";"italy";1968;0;18.8064632171355;49.554367201426
"no";"germany";1968;0;23.2191783508689;24.777183600713
"yes";"usa";1944;100;55.2002701243057;75.2260397830018
"no";"united states";1954;0;12.4723371094456;24.9554367201426
"no";"czech republic";1932;87.05;11.6714256579213;7.1301247771836
"no";"united states";1930;0;8.31489140629709;36.0071301247772
"no";"united states";1934;7.7;0;0
"no";"united kingdom";1881;0;0;2.49554367201426
"no";"essex";1968;96.6;6.58939553827474;23.3511586452763
"no";"australia";1868;24.9;11.6714256579213;0.89126559714795
"no";"united states";1926;33.8;15.0441579608847;58.7188612099644
"no";"united states";1931;0;4.15744570314854;11.4081996434938
"yes";"west germany";1947;0;0;34.4028520499109
"no";"united states";1952;71.6;9.65328998110935;38.680926916221
"no";"united states";1955;100;9.65328998110935;18.8948306595365
"no";"india";1929;0;20.7872285157427;5.70409982174688
"no";"brazil";1927;0;0;2.31729055258467
"no";"canada";1971;49.8;32.3777820320815;25.3119429590018
"no";"russia";1851;0;0;0.53475935828877
"no";"united states";1856;100;0;1.96078431372549
"no";"united states";1927;7.7;17.9681813874064;11.2299465240642
"no";"germany";1925;0;10.7468412414233;15.5080213903743
"no";"united states";1934;0;6.58939553827474;7.1301247771836
"no";"united states";1893;93.4;0;38.5026737967914
"no";"india";1944;0;27.5611901947893;12.1212121212121
"no";"netherlands";1851;20;0;8.02139037433155
"yes";"usa";1918;50.4;47.1641446052963;0.213523131672598
"no";"united states";1928;64.5;0;2.31729055258467
"no";"united states";1915;100;27.5002970189912;51.6934046345811
"no";"united states";1941;20;10.7468412414233;42.4242424242424
"no";"united states";1929;89.7;14.3823991182398;45.4545454545455
"no";"china";1935;23.95;0;66.1319073083779
"no";"denmark";1891;18.8;4.15744570314854;23.7076648841355
"no";"france";1972;80.7;59.296854650998;96.6192170818505
"no";"united states";1916;62.5;14.3823991182398;98.5739750445633
"no";"united states";1936;0;0;53.8324420677362
"no";"romania";1902;0;8.31489140629709;0.89126559714795
"no";"india";1950;0;44.6465461636188;0.89126559714795
"yes";"japan";1929;25.3;31.6577427221397;89.8395721925134
"no";"england";1941;0;17.6605279880525;49.9108734402852
"no";"united kingdom";1925;96.6;19.0617326477204;13.5472370766488
"no";"united states";1944;100;14.9042869445718;60.7843137254902
"no";"poland";1930;0;28.9116935694694;89.6613190730838
"no";"united states";1941;0;13.1787910765495;1.7825311942959
"no";"united states";1859;75.2;0;3.5650623885918
"no";"canada";1956;17.2;13.8107356842579;3.74331550802139
"no";"argentina";1957;50.4;37.8898882078449;82.3529411764706
"no";"italy";1861;0;34.9967647677505;7.1301247771836
"no";"ukraine";1882;0;27.6214713685158;10.873440285205
"no";"united states";1929;0;0;4.45632798573975
"no";"united kingdom";1927;54.9;14.3823991182398;92.156862745098
"no";"united states";1935;0;33.8184357525809;68.6274509803922
"no";"brazil";1963;79.4;40.3129223698896;4.27046263345196
"no";"united kingdom";1926;96.6;20.4001312225326;12.8342245989305
"yes";"germany";1936;0;23.4640256653672;46.8805704099822
"no";"sweden";1889;50.4;33.2595656251884;25.1336898395722
"no";"australia";1951;0;0;0.53475935828877
"no";"poland";1937;0;17.6605279880525;29.7682709447415
"no";"united states";1915;10.9;4.15744570314854;14.795008912656
"no";"united kingdom";1916;54.9;0;1.60427807486631
"no";"switzerland";1903;0;0;12.6559714795009
"no";"ukraine";1930;79.4;22.0262390408765;80.9608540925267
"no";"united states";1939;100;4.15744570314854;6.41711229946524
"no";"united states";1891;100;0;46.3458110516934
"no";"united states";1989;0;36.7876694224696;1.42602495543672
"no";"united states";1890;100;4.15744570314854;0
"no";"united states";1938;89.6;15.8288713610698;38.8591800356506
"no";"lithuania";1908;80.7;4.15744570314854;2.85204991087344
"no";"france";1895;0;0;21.2121212121212
"no";"united kingdom";1956;13.3;26.7861877524452;60.7843137254902
"no";"united states";1920;86.3;35.6444726599557;0.340463458110517
"no";"united states";1862;49.8;76.1335270623535;1.03386809269162
"no";"india";1987;0;45.0797488023056;0.17825311942959
"no";"canada";1935;0;4.15744570314854;55.6149732620321
"no";"united states";1942;31.6;6.58939553827474;37.4331550802139
"no";"canada";1877;0;0;7.30837789661319
"yes";"united kingdom";1938;0;0;20.9764918625678
"no";"united kingdom";1946;0;22.5594010885826;27.2727272727273
"no";"united states";1940;89.6;0;12.4777183600713
"no";"russia";1884;0;21.3247156390307;34.0463458110517
"yes";"usa";1927;86.3;15.0441579608847;44.1281138790036
"yes";"france";1916;0;24.4528403582887;61.3019891500904
"no";"united states";1926;0;0;9.62566844919786
"no";"india";1928;0;0;15.1515151515152
"no";"united kingdom";1924;0;24.8502167344708;21.3903743315508
"no";"united kingdom";1931;0;10.7468412414233;0.53475935828877
"no";"united states";1865;22.1;23.5828003644103;2.67379679144385
"yes";"germany";1898;0;38.4964457469051;75.0452079566004
"no";"iran";1946;96.6;0;1.42348754448399
"no";"united states";1974;91.3666666666667;22.6972905245369;35.8288770053476
"no";"italy";1940;0;16.6297828125942;14.4385026737968
"no";"japan";1962;37.2;20.1967922141704;28.698752228164
"yes";"hungary";1899;100;0;9.94575045207957
"no";"austria";1910;0;0;1.96078431372549
"no";"netherlands";1957;9.4;17.9681813874064;57.0409982174688
"no";"united states";1944;13.3;30.1328650974982;38.3244206773619
"no";"germany";1947;28.2;13.1787910765495;80.7486631016043
"no";"poland";1874;0;0;0
"no";"united states";1890;0;0;7.84313725490196
"no";"russia";1929;0;15.8288713610698;7.1301247771836
"no";"hertfordshire";1966;16.3;0;34.5811051693405
"no";"united states";1949;0;13.1787910765495;5.70409982174688
"no";"germany";1929;79.4;19.0928162868621;54.9822064056939
"no";"united kingdom";1953;0;25.0376671870552;36.541889483066
"no";"canada";1852;0;0;9.26916221033868
"no";"united states";1919;83.35;0;17.6470588235294
"no";"germany";1946;0;14.3823991182398;24.9554367201426
"no";"india";1971;0;0;0.17825311942959
"no";"germany";1908;36.2;4.15744570314854;16.0427807486631
"no";"united kingdom";1982;54.95;0;19.7860962566845
"no";"sri lanka";1934;33;0;10.6951871657754
"no";"united states";1948;68.35;32.7716604750231;63.1016042780749
"no";"denmark";1943;0;0;0.17825311942959
"no";"india";1944;0;16.9934048261356;26.0249554367201
"no";"lebanon";1965;0;21.8179736912011;14.6167557932264
"no";"india";1923;0;26.6466948072449;0.35650623885918
"no";"united states";1972;73.3;33.3755832907199;4.09982174688057
"no";"united states";1930;33.8;26.8666195470429;0.204626334519573
"no";"united kingdom";1896;0;0;3.92156862745098
"no";"india";1954;0;8.31489140629709;6.59536541889483
"no";"spain";1938;11.5;47.6886414482458;94.4741532976827
"no";"united states";1922;49.75;0;77.5800711743772
"no";"france";1950;0;4.15744570314854;37.2549019607843
"no";"canada";1923;50.4;0;1.7825311942959
"no";"united kingdom";1935;15.2;8.31489140629709;19.7860962566845
"no";"ukraine";1900;0;20.9717946565146;6.59536541889483
"no";"ukraine";1917;0;0;0
"no";"united states";1928;0;4.15744570314854;7.84313725490196
"no";"greece";1958;49.8;16.6297828125942;0.35650623885918
"no";"india";1932;24.9;23.2191783508689;4.45632798573975
"no";"netherlands";1873;9.4;38.4477565037952;30.1247771836007
"no";"germany";1930;0;0;6.59536541889483
"no";"canada";1950;0;0;20.3208556149733
"no";"south korea";1963;50.4;0;12.1212121212121
"no";"united states";1961;0;38.6323226445671;0.215686274509804
"no";"belarus";1927;0;0;0.17825311942959
"no";"united kingdom";1961;21.55;17.3480785752195;24.1992882562278
"no";"united states";1948;51.4;12.9628613946042;37.7224199288256
"no";"united states";1968;0;17.6605279880525;8.37789661319073
"no";"netherlands";1967;29;20.5968021631723;49.1978609625668
"no";"united states";1917;47.1;12.4723371094456;1.24777183600713
"no";"united states";1922;50.4;0;11.9429590017825
"no";"united states";1934;20.5;4.15744570314854;6.23885918003565
"no";"denmark";1904;52.55;0;0.17825311942959
"no";"india";1968;0;63.7735810145227;14.795008912656
"no";"france";1888;0;0;8.37789661319073
"no";"japan";1928;14.1;15.8288713610698;44.3850267379679
"no";"united kingdom";1955;0;0;1.7825311942959
"no";"belgium";1970;0;22.5594010885826;74.5098039215686
"no";"germany";1930;33.8;6.58939553827474;19.9643493761141
"no";"united kingdom";1918;0;11.6714256579213;23.8859180035651
"no";"united states";1935;0;14.3823991182398;21.0338680926916
"no";"united states";1909;33.8;0;39.572192513369
"no";"united states";1927;65.9;32.669129323616;1.24777183600713
"no";"netherlands";1935;89.6;0;0.35650623885918
"no";"united states";1911;0;24.9446742188913;12.4777183600713
"no";"czech republic";1851;0;4.15744570314854;10.873440285205
"no";"vietnam";1948;80.05;0;14.795008912656
"no";"united states";1871;0;0;4.27807486631016
"no";"united states";1947;100;16.2426855193841;0.270944741532977
"no";"united states";1959;0;55.5424334047027;10.6951871657754
"no";"poland";1944;21.7;8.31489140629709;11.5864527629234
"no";"united states";1900;0;6.58939553827474;0
"no";"united states";1953;39.1;39.092511934066;0.304812834224599
"no";"poland";1935;16.3;8.31489140629709;63.6363636363636
"no";"australia";1956;54.9;0;0.17825311942959
"no";"united kingdom";1901;0;0;0.89126559714795
"no";"italy";1956;47;19.0617326477204;50.8021390374332
"no";"united states";1953;100;19.5418229090944;32.7985739750446
"yes";"united kingdom";1918;96.6;37.9222803277907;8.9126559714795
"no";"united states";1907;49.8;0;54.9019607843137
